,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2
0,-3.1599021607583606,0.45521978013678677,12.0,1.1225712690774272
1,-3.171631813075181,0.4566093639940903,12.0,1.116349399215353
2,-3.1663771730259236,0.45855053885090225,12.0,1.112778563364402
3,-3.1640596297237553,0.45905704939707925,12.0,1.1201435181437307
4,-3.1740119332735244,0.45884380023239735,12.0,1.1121879851601193
5,-3.158906169561703,0.46106635834204956,12.0,1.1183238849179673
6,-3.168176108966177,0.4530300353345018,12.0,1.122353002813535
7,-3.168357735165461,0.460401020056909,12.0,1.1143621436737694
8,-3.154976655693523,0.4664076697900745,12.0,1.11389541933124
9,-3.150863505494686,0.4632946466743833,12.0,1.119564846667163
10,-3.1685106587946357,0.45069134660607607,12.0,1.1231696149306085
11,-3.1706650327922747,0.45894266463810174,12.0,1.1123969690921691
12,-3.1604972699720815,0.46028678801338746,12.0,1.118234951883892
13,-3.1606103805953496,0.4619175833382112,12.0,1.1160164356343245
14,-3.1555422453201483,0.4624198237323655,12.0,1.1177720492163552
15,-3.183024389548485,0.4463847068512814,12.0,1.1225370305385358
16,-3.1653741985879646,0.4584933590187732,12.0,1.1174376491049414
17,-3.1548896387496077,0.4615751627955976,12.0,1.1161663113293228
18,-3.148622085684717,0.4659444449777226,12.0,1.1152498580908445
19,-3.1376419084198544,0.48983172920276286,14.0,1.1310663126573468
